temperature,humidity,pir,ultrasonic_distance,distance_change,entry_exit_event,mq135_raw,mq135_change,gas_rise_streak,true_occupancy
31.0,72.4,0,192.65,0.43,NONE,1015.79,-9.74,14,1
27.91,49.81,1,204.37,-17.22,NONE,1338.8,7.22,5,1
27.52,31.91,0,237.39,-0.14,NONE,1341.66,41.84,1,1
26.93,37.06,1,294.57,1.72,NONE,1429.57,4.32,2,0
20.91,64.94,0,141.51,-13.38,NONE,1088.87,-23.54,0,0
27.94,48.5,0,249.11,8.15,NONE,1239.24,-1.92,1,0
28.66,58.89,1,189.6,15.74,NONE,1500.55,12.98,6,1
28.1,64.63,0,228.42,-28.16,NONE,1394.25,15.21,11,1
31.56,61.08,0,177.81,7.74,NONE,1620.72,34.39,4,1
24.15,49.36,1,222.37,19.17,NONE,1775.1,14.08,7,1
29.18,58.36,0,237.76,-3.37,NONE,1355.83,-11.02,1,0
34.12,60.05,0,203.16,-13.77,NONE,1913.47,-10.76,3,1
27.02,68.78,0,130.3,-19.55,NONE,1343.24,12.23,0,0
33.17,61.59,0,160.83,8.25,NONE,1515.85,-9.3,6,1
31.83,71.23,0,243.72,-11.38,NONE,1535.03,2.31,6,1
31.79,55.02,0,243.11,2.36,NONE,1373.68,-14.72,9,1
27.6,35.2,0,178.04,-4.8,NONE,795.18,-22.25,2,0
21.21,73.96,0,164.08,3.61,NONE,1381.07,38.4,3,1
28.76,64.2,1,206.65,-17.76,NONE,1840.89,-6.4,1,1
28.23,69.31,1,220.03,51.27,EXIT,1252.04,-17.81,5,0
33.19,87.35,0,215.2,52.06,NONE,1637.83,-7.82,5,1
31.07,56.22,0,224.5,15.25,NONE,1322.41,-4.24,6,1
29.85,40.52,1,222.23,11.05,NONE,1498.73,-3.76,8,1
34.6,63.13,0,224.58,-20.33,NONE,1466.6,-25.72,1,0
28.98,44.41,0,163.4,9.82,NONE,1236.26,-17.57,2,0
22.58,45.47,0,115.46,5.16,NONE,1009.35,-3.45,1,0
29.55,64.91,0,236.83,-0.07,NONE,1513.39,-12.06,0,0
33.74,28.3,1,163.13,3.88,NONE,1307.97,-11.02,9,1
34.21,59.23,0,243.73,-15.55,NONE,1275.88,-6.09,1,0
23.17,53.12,0,196.86,-13.01,NONE,1381.33,-19.46,10,1
31.7,58.45,1,140.08,2.29,NONE,1203.53,-29.1,4,1
32.68,44.32,0,151.87,1.39,NONE,994.54,3.12,5,1
30.31,57.53,0,247.75,10.83,NONE,1309.54,-16.61,0,0
40.0,65.03,0,199.46,14.35,NONE,1455.99,15.29,9,1
27.42,61.85,1,178.47,21.72,NONE,997.86,28.01,3,1
31.14,49.26,1,297.21,-7.98,NONE,1229.14,-10.45,4,0
29.84,63.33,1,240.58,23.59,NONE,1616.29,20.34,7,1
34.18,49.1,1,147.68,12.75,NONE,1619.18,34.3,1,1
26.85,59.74,1,233.88,1.42,NONE,1481.21,1.05,5,0
28.98,67.4,0,174.68,-14.82,NONE,1527.43,-21.96,10,1
25.41,37.65,0,218.45,-8.29,NONE,1508.95,-26.52,5,0
33.92,59.82,0,167.96,-7.09,NONE,1310.25,-29.68,0,0
25.96,59.56,0,239.14,13.65,NONE,1436.73,-19.25,3,0
35.85,38.45,1,275.07,-13.35,NONE,1079.16,17.13,6,1
28.57,35.33,0,216.91,-11.1,NONE,1316.02,29.46,8,1
28.66,65.15,1,213.96,30.38,NONE,1056.11,0.51,3,1
36.12,75.05,0,108.94,11.58,NONE,1320.24,21.6,0,0
33.68,67.11,0,137.74,-74.34,ENTER,1286.05,8.37,1,1
30.26,64.56,1,222.8,37.15,NONE,1084.07,-23.77,2,1
31.3,55.18,0,146.05,4.47,NONE,1274.98,38.4,0,0
26.02,67.64,0,179.65,-1.82,NONE,1553.68,-6.65,3,0
29.81,51.85,0,207.98,-25.21,NONE,1882.73,-11.0,0,0
40.0,51.77,0,250.0,15.31,NONE,1574.29,-18.94,8,1
35.37,58.3,0,198.2,0.29,NONE,1615.43,2.64,1,0
23.06,51.78,1,178.11,-37.36,ENTER,1227.61,-28.98,0,0
24.3,56.68,0,229.87,-0.14,NONE,1355.39,30.87,9,1
39.33,63.12,0,230.84,-49.77,NONE,1299.1,27.74,1,1
31.2,65.28,0,215.21,-10.17,NONE,1752.63,17.84,7,1
30.17,53.26,0,215.38,-7.06,NONE,1663.6,-20.11,0,0
26.53,73.4,0,248.0,-10.23,NONE,1332.64,27.06,1,0
33.17,52.76,0,193.49,6.56,NONE,1316.52,10.04,11,1
26.83,55.4,1,94.34,-76.39,ENTER,1693.06,8.04,1,1
28.44,69.84,0,231.56,-65.82,ENTER,1180.15,-32.5,2,0
35.02,92.58,1,235.11,15.0,NONE,1686.51,-40.19,6,1
29.39,60.04,1,203.04,5.85,NONE,1591.85,12.43,4,1
32.24,60.35,0,203.31,5.23,NONE,1599.5,-5.21,3,1
30.61,73.96,1,226.4,12.2,NONE,1873.33,-15.27,2,1
24.66,50.89,0,203.18,0.97,NONE,1463.27,7.85,5,0
30.53,89.53,0,170.74,-0.13,NONE,1279.19,14.67,2,0
25.89,66.55,0,189.86,-1.18,NONE,1027.34,-17.96,4,0
24.65,68.7,0,223.57,-0.84,NONE,1504.55,9.56,11,1
28.91,83.73,1,236.01,-16.37,NONE,1650.97,-6.63,5,1
28.75,62.32,0,197.16,-9.5,NONE,1053.55,15.95,2,0
27.93,64.32,0,266.58,-0.45,NONE,1009.5,2.24,0,0
19.62,72.5,0,188.58,-3.23,NONE,1044.44,2.68,6,1
30.42,56.47,0,246.15,-1.47,NONE,1225.37,-0.56,0,0
26.19,52.83,0,285.89,3.24,NONE,1215.82,1.83,4,0
38.48,66.59,1,221.7,-6.16,NONE,1295.54,31.93,1,1
22.25,63.6,0,162.09,-3.82,NONE,1516.89,7.07,0,0
29.19,82.93,1,179.01,-13.17,NONE,1603.94,24.2,4,1
32.11,80.1,1,197.77,-2.66,NONE,1137.96,17.3,3,1
35.35,61.47,1,167.07,-21.01,NONE,1315.03,37.91,6,1
27.65,65.02,0,226.89,-3.61,NONE,1594.47,-14.42,0,0
29.87,76.83,0,230.37,16.15,NONE,1496.64,39.87,2,1
31.82,40.8,0,223.09,7.07,NONE,912.35,-20.01,1,0
29.07,72.64,0,133.56,3.51,NONE,1625.94,-9.25,2,0
36.44,57.67,0,166.57,18.74,NONE,1370.75,12.46,1,0
27.2,48.06,0,257.0,-9.8,NONE,1013.11,-23.98,1,0
33.14,55.02,0,235.34,12.28,NONE,1171.49,-22.33,10,1
24.73,64.19,0,154.12,-5.32,NONE,1270.27,4.33,4,0
34.38,52.96,0,224.01,-45.78,ENTER,1045.6,-15.36,2,0
28.18,89.3,0,193.88,-4.99,NONE,1546.87,2.36,1,0
28.0,68.9,1,93.6,-78.54,ENTER,1692.43,8.77,0,1
36.05,58.76,0,120.85,-2.15,NONE,1185.07,-27.03,0,0
32.74,53.56,1,182.35,-15.99,NONE,1227.55,-6.78,4,0
27.18,64.34,0,256.31,-15.39,NONE,1458.94,3.45,0,0
32.72,60.93,0,247.88,-0.72,NONE,1486.64,-10.4,5,1
33.49,61.17,1,183.42,15.71,NONE,1349.02,28.06,2,1
31.47,60.35,1,132.01,24.68,NONE,1665.65,12.92,7,1
34.52,71.49,1,215.53,-16.3,NONE,1236.28,10.21,2,1
29.28,62.42,1,169.85,83.67,EXIT,1445.47,1.15,2,0
28.58,46.33,1,185.5,-0.99,NONE,1060.13,-12.02,0,0
32.77,69.72,0,203.06,5.78,NONE,1037.8,-13.09,10,1
25.56,58.91,0,197.38,13.27,NONE,1458.48,22.13,14,1
30.68,63.56,1,221.77,-50.15,NONE,1630.98,-4.95,8,1
22.95,61.18,1,166.86,7.62,NONE,1065.27,13.08,1,0
28.83,54.73,0,176.62,-1.34,NONE,1186.33,-0.39,2,0
24.3,61.86,1,212.94,26.89,NONE,1763.59,21.06,5,1
28.85,53.28,1,161.1,37.01,NONE,1317.27,-1.81,3,1
26.98,58.5,0,237.66,-17.79,NONE,1398.9,-12.22,1,0
32.5,63.33,0,192.83,-7.1,NONE,1705.59,17.39,2,1
25.02,60.3,1,232.58,-13.53,NONE,1443.06,-2.6,4,0
38.49,81.17,0,233.39,50.64,EXIT,932.2,1.22,5,0
29.66,57.44,0,202.14,0.19,NONE,1443.98,35.67,7,1
28.99,67.0,0,176.86,-0.41,NONE,1433.58,13.29,0,0
27.2,92.27,0,193.07,-18.25,NONE,1337.71,2.04,11,1
31.89,72.73,1,174.34,15.9,NONE,1176.53,31.04,4,1
29.95,58.08,0,278.46,-15.4,NONE,1483.26,1.47,0,0
25.97,51.05,0,267.0,16.6,NONE,1368.52,-29.69,4,0
20.13,72.49,0,182.65,2.99,NONE,996.54,37.87,4,1
30.41,46.32,0,173.66,-2.01,NONE,1235.49,-16.28,2,0
20.59,77.96,1,292.91,-12.83,NONE,1338.9,55.19,3,1
24.37,65.1,0,206.0,17.55,NONE,1336.13,13.53,7,1
22.64,58.17,0,171.32,-1.06,NONE,1369.0,-11.29,5,0
26.41,69.32,0,213.52,10.15,NONE,1593.6,13.83,9,1
27.17,68.21,1,266.94,5.91,NONE,1467.17,5.51,7,1
30.79,54.04,1,162.67,-6.89,NONE,1536.04,12.58,8,1
27.84,64.49,0,219.27,-3.49,NONE,1208.56,-27.2,2,0
32.56,54.05,0,187.14,-11.78,NONE,1886.44,-15.14,2,0
29.07,57.16,0,137.7,4.2,NONE,1524.54,13.17,6,1
26.69,37.58,0,158.1,10.05,NONE,1112.75,13.09,8,1
29.99,55.06,1,249.89,-3.99,NONE,1209.69,-24.35,3,0
25.59,51.76,0,253.47,-0.15,NONE,1325.48,-35.86,5,0
31.46,56.77,0,163.2,81.87,EXIT,1543.08,-11.46,0,0
34.19,56.64,0,69.28,-2.29,NONE,1441.95,11.0,3,1
25.79,66.67,1,200.59,-11.22,NONE,1064.67,24.48,2,1
24.18,68.28,0,171.08,13.11,NONE,1325.46,-4.16,0,0
31.77,65.96,0,193.05,11.56,NONE,1092.66,-1.54,0,0
26.45,64.11,0,256.18,-0.25,NONE,1125.85,-11.92,2,0
26.1,58.47,0,243.63,-19.54,NONE,1000.22,-6.3,2,0
20.52,69.66,0,256.02,2.65,NONE,1544.76,-11.26,0,0
25.71,53.99,0,262.85,-21.16,NONE,1821.5,4.71,3,1
30.94,67.74,1,173.47,-4.5,NONE,1255.07,24.59,11,1
29.85,77.68,0,217.15,-7.21,NONE,1643.0,36.13,1,1
24.73,62.59,0,269.47,3.98,NONE,1431.02,-39.36,4,0
25.04,67.92,0,198.61,-0.71,NONE,1403.54,-68.38,4,1
24.36,66.71,0,154.23,-9.9,NONE,1117.94,23.84,2,0
29.42,55.87,0,199.55,-3.02,NONE,1249.55,17.54,14,1
29.77,64.78,0,220.06,17.62,NONE,1156.46,-14.89,2,0
30.65,63.9,0,243.22,10.9,EXIT,1286.49,20.12,0,1
20.73,73.43,1,203.59,-12.11,NONE,1344.12,-28.83,2,0
36.09,84.86,0,90.59,-70.41,ENTER,1347.27,-6.04,3,1
24.07,50.89,0,108.8,-45.28,ENTER,1354.48,16.19,1,1
33.94,54.05,1,212.11,-16.59,NONE,1550.59,-2.11,8,1
36.44,68.98,1,235.48,-26.27,NONE,1466.8,-29.37,7,1
27.25,63.92,1,247.27,-24.81,NONE,1298.96,42.89,5,1
28.89,70.05,0,151.86,6.07,NONE,1506.39,-12.92,0,0
27.08,56.91,1,228.08,-4.56,NONE,1557.97,3.73,3,1
26.74,57.08,1,209.11,27.13,NONE,1412.0,14.8,5,1
28.66,64.35,1,213.28,-19.94,NONE,1290.21,24.22,5,1
28.89,55.02,0,253.46,-20.91,NONE,1652.14,46.21,11,1
34.41,71.66,0,204.22,-59.32,ENTER,1363.72,13.2,2,0
29.87,52.65,1,143.51,15.45,NONE,1379.12,14.9,4,1
31.28,57.84,0,189.71,-5.45,NONE,1738.52,22.19,3,1
26.23,81.84,0,150.9,2.1,NONE,1379.3,10.6,0,0
32.7,59.73,0,187.62,-0.67,NONE,1611.98,23.31,8,1
35.44,53.3,1,243.44,11.54,NONE,1351.53,-17.02,0,0
25.17,48.45,0,111.85,1.64,NONE,1502.8,9.11,0,0
26.52,41.27,1,338.09,1.75,NONE,1512.6,26.83,0,0
26.52,61.91,1,141.34,16.7,NONE,1435.04,6.64,0,0
29.59,66.93,1,185.12,-22.28,NONE,1293.79,22.75,0,0
24.38,85.54,0,187.87,2.07,NONE,1499.05,-8.98,3,0
25.54,51.17,0,207.9,1.25,NONE,1056.15,5.81,0,0
29.54,65.2,0,238.48,-1.62,NONE,1704.62,-1.65,7,1
29.7,53.88,1,120.71,-118.59,ENTER,1462.05,23.2,1,1
31.32,45.66,0,171.24,-5.72,NONE,1099.23,9.89,6,1
27.07,47.03,0,224.04,7.51,NONE,1639.18,4.64,6,1
29.78,65.87,0,221.84,-9.93,NONE,1398.01,20.59,3,0
24.0,61.77,0,180.85,-3.21,NONE,1590.72,8.81,4,1
27.99,64.88,0,179.83,-8.24,NONE,1551.18,-10.38,6,1
37.52,59.87,1,135.95,-0.46,NONE,912.08,17.97,2,0
23.23,52.76,0,105.31,-18.95,NONE,1439.49,1.58,0,0
32.5,62.38,1,223.77,-9.65,NONE,1071.27,9.0,1,1
28.41,67.81,0,166.9,-6.23,NONE,1536.99,-3.63,4,1
29.62,75.86,0,246.54,-2.3,NONE,1023.3,3.89,7,1
26.15,71.25,1,239.8,-10.46,NONE,1448.87,38.49,2,1
30.14,65.91,0,252.91,7.75,NONE,809.25,16.64,3,1
34.99,72.33,0,198.11,-11.49,NONE,1028.1,-32.73,1,0
32.92,66.93,1,241.95,5.73,NONE,1662.65,1.95,2,0
34.18,39.42,0,257.12,4.58,NONE,1454.26,44.41,8,1
32.39,65.72,0,245.76,13.59,NONE,1293.3,32.51,0,0
30.55,48.22,1,169.18,34.45,NONE,858.48,-12.58,9,1
26.78,49.04,1,275.94,11.28,NONE,1099.28,1.79,3,1
31.0,81.95,0,130.49,37.59,EXIT,967.81,17.49,0,0
27.45,58.8,0,188.89,8.76,NONE,1086.85,6.79,1,0
30.16,63.53,0,112.21,12.54,NONE,909.69,-21.64,0,0
30.81,52.95,0,226.68,-14.55,ENTER,1093.65,-13.04,0,0
23.71,51.14,0,95.62,-8.11,NONE,1080.76,-0.64,5,0
23.49,68.31,0,158.01,-4.36,NONE,1096.32,-7.41,3,0
34.53,61.06,1,295.85,-1.77,NONE,1354.25,-6.47,0,0
31.52,61.33,0,187.83,11.08,NONE,1303.72,27.62,5,0
30.71,70.1,1,164.31,54.65,NONE,1388.34,-20.75,3,1
26.58,65.88,1,247.62,4.32,NONE,1645.32,-19.96,3,1
28.22,37.29,0,276.24,7.01,NONE,1285.02,-20.58,1,0
29.62,70.23,0,245.12,-12.23,NONE,1364.55,20.41,6,1
29.9,40.58,1,243.95,2.41,NONE,1300.72,23.09,5,1
26.49,68.85,0,198.06,-14.94,NONE,1353.04,7.41,10,1
23.98,43.49,0,250.75,-1.64,NONE,1728.88,6.81,0,0
31.19,60.34,0,179.54,8.24,NONE,1347.53,0.49,3,0
30.9,78.76,0,187.83,-8.09,NONE,1783.32,3.26,10,1
28.93,65.28,1,211.47,-0.22,NONE,1215.98,11.28,0,0
29.23,77.4,0,270.59,8.5,NONE,1682.27,44.71,2,0
28.34,50.12,1,171.89,-3.44,NONE,1860.89,-2.91,8,1
28.87,45.08,1,178.77,-27.27,NONE,1383.19,24.24,0,0
35.57,65.35,0,215.57,-9.49,NONE,1567.75,33.64,3,1
24.67,60.58,1,156.35,-17.96,NONE,1123.85,17.16,0,0
29.49,67.7,0,204.12,3.2,NONE,1103.06,14.65,8,1
29.27,47.8,0,206.97,2.01,NONE,1207.34,13.01,0,0
32.54,57.82,1,209.14,19.01,NONE,1377.41,-21.37,0,0
25.05,60.14,1,230.72,67.4,EXIT,1405.16,14.6,5,1
24.85,75.36,1,149.25,-75.38,ENTER,1570.78,33.73,0,1
31.65,53.76,1,250.79,9.5,NONE,1694.27,-1.7,1,0
32.12,69.73,0,210.98,-4.03,NONE,1214.61,37.96,0,0
24.75,71.89,1,197.85,0.62,NONE,1343.95,-2.93,2,1
32.41,65.77,0,154.47,3.0,NONE,1287.98,-42.85,4,0
37.02,79.38,0,211.66,16.66,NONE,1320.3,22.0,8,1
23.36,68.99,0,199.79,-26.57,ENTER,1369.49,-27.0,3,0
40.0,72.89,1,222.9,-10.06,NONE,1236.15,11.96,3,1
25.73,47.28,0,146.46,-2.2,NONE,916.65,-4.6,3,0
31.59,53.8,0,193.16,-4.78,NONE,1287.43,5.23,7,1
30.58,52.4,0,148.54,2.1,NONE,1470.72,14.53,11,1
32.05,49.0,0,166.09,-32.25,ENTER,1319.47,3.93,1,0
29.96,58.34,0,272.8,20.32,NONE,1434.6,-5.8,4,0
29.1,53.11,0,248.56,-1.17,NONE,1404.95,10.62,5,1
23.03,39.37,1,219.97,10.85,NONE,1556.12,6.8,1,0
27.77,40.78,1,152.61,18.01,NONE,1383.01,-6.2,9,1
27.9,61.43,0,191.02,5.17,NONE,1630.5,0.94,8,1
28.65,70.44,1,216.26,-14.58,NONE,1210.21,-0.07,0,0
33.93,49.73,0,187.7,18.62,NONE,1227.37,-33.32,0,0
28.22,64.85,1,143.91,-31.47,ENTER,2103.04,-6.89,0,1
28.55,63.52,0,154.29,-14.0,NONE,1291.24,8.25,0,0
28.45,44.91,1,195.58,-49.83,NONE,1640.94,13.19,9,1
28.05,54.3,1,185.43,-3.94,NONE,2008.66,3.75,1,0
28.34,53.91,0,244.91,-5.38,NONE,971.53,14.31,1,0
26.53,72.78,0,192.46,18.72,NONE,1401.46,-26.54,5,1
31.46,68.32,0,206.13,7.14,NONE,1153.95,31.11,9,1
28.34,41.67,0,208.89,-10.69,NONE,1432.0,36.71,0,0
31.71,60.66,0,238.41,-5.74,NONE,1566.44,-12.81,3,0
30.96,57.98,0,161.86,-7.57,NONE,1394.11,7.62,9,1
35.44,68.34,0,123.92,4.8,NONE,719.42,6.04,2,0
24.35,58.14,1,283.43,-10.18,NONE,1093.73,19.93,1,1
29.76,62.34,0,274.61,13.2,NONE,1198.78,27.35,1,0
29.12,53.24,1,149.38,1.18,NONE,1137.0,3.32,6,1
32.37,67.55,0,206.56,6.2,NONE,1250.89,-35.86,0,0
26.73,48.17,0,219.14,3.08,NONE,1217.96,12.79,14,1
30.48,49.58,0,204.65,2.01,NONE,1071.39,13.62,0,0
28.99,68.25,1,217.07,2.14,NONE,1371.51,-1.6,4,1
28.7,60.55,0,194.71,-2.73,NONE,1498.37,21.46,3,1
32.51,76.01,1,204.38,-9.07,NONE,1535.96,22.42,10,1
31.48,62.95,0,166.03,0.8,NONE,1397.52,18.11,12,1
29.68,43.59,0,287.6,-5.6,NONE,773.35,15.01,1,0
28.8,93.02,0,203.78,4.99,NONE,1534.09,49.37,4,0
27.87,55.91,0,273.7,-8.43,NONE,1381.45,13.41,3,1
27.0,57.01,0,257.91,-3.3,NONE,1769.23,29.93,5,0
28.7,50.36,0,184.33,21.58,NONE,1642.38,65.84,6,1
28.66,80.38,0,143.41,13.69,NONE,1175.37,-2.55,4,0
31.98,79.42,0,176.22,7.94,NONE,1527.68,18.06,14,1
31.42,80.22,0,243.69,-4.58,NONE,1268.25,-1.31,0,0
33.13,53.73,0,77.14,-38.63,ENTER,1933.76,7.48,3,1
28.2,68.65,0,189.01,-8.35,NONE,1018.36,34.92,10,1
28.55,51.28,0,212.39,-6.9,NONE,1368.29,-0.94,6,1
25.63,77.13,0,218.21,-7.42,NONE,1317.59,5.25,8,1
33.66,56.18,0,143.07,8.59,NONE,1369.12,29.56,5,0
32.63,51.39,0,182.07,-3.42,NONE,1963.11,-5.64,5,1
33.12,64.46,0,155.99,-0.22,NONE,1632.76,-6.42,0,0
30.2,70.97,1,231.78,53.29,EXIT,1602.25,-22.38,0,1
24.25,58.22,0,199.49,31.64,NONE,1351.01,16.32,0,1
26.87,67.29,0,182.29,3.67,NONE,1276.71,22.38,0,0
29.15,50.94,0,180.72,33.81,NONE,1922.43,48.3,2,1
36.04,46.82,1,217.27,18.48,NONE,1761.33,-12.07,10,1
26.53,74.14,0,227.23,2.63,NONE,1738.77,-0.17,10,1
33.12,62.93,0,237.09,64.95,EXIT,1568.38,-1.1,0,0
24.84,41.72,0,284.74,8.06,NONE,1991.83,46.48,4,1
36.95,76.69,0,189.16,88.62,EXIT,1541.71,-12.15,5,1
31.67,63.9,1,220.84,-11.05,NONE,1179.97,5.63,0,0
31.07,75.62,0,219.28,-4.54,NONE,1216.67,-39.1,1,0
25.84,63.78,0,231.39,7.83,NONE,1328.87,24.41,6,1
31.48,60.46,0,231.31,40.8,EXIT,1065.03,3.47,0,0
27.21,63.92,1,179.4,14.75,NONE,1737.17,20.82,7,1
31.31,80.98,0,228.24,-10.04,NONE,1333.22,11.48,3,0
27.61,53.93,0,186.11,-9.13,NONE,1228.48,-10.64,0,0
30.65,66.25,0,256.03,-10.08,NONE,1378.93,-0.07,7,1
28.32,86.86,0,123.97,7.0,NONE,1293.23,19.23,8,1
29.69,76.85,0,172.5,15.77,NONE,1433.63,11.29,9,1
28.99,70.63,0,131.75,6.24,NONE,1472.76,26.93,1,0
35.46,51.26,0,240.86,3.83,NONE,1429.88,-34.49,9,1
26.64,44.84,0,210.43,4.54,NONE,1101.34,10.21,12,1
32.2,68.82,0,124.94,7.17,NONE,1356.35,31.88,4,1
33.51,68.8,0,220.66,7.16,NONE,1275.62,-31.93,4,0
18.31,69.66,1,216.47,6.82,NONE,1623.13,-8.04,5,1
31.3,53.53,0,157.75,2.22,NONE,1397.6,3.95,4,0
31.06,79.0,0,300.59,15.38,NONE,1199.4,-4.34,1,0
30.52,49.55,0,187.58,-9.76,NONE,1486.19,-13.7,0,0
35.13,64.47,1,192.31,18.29,NONE,1280.09,-6.16,1,0
24.35,57.94,1,177.93,-0.14,NONE,1342.92,-1.57,2,1
27.34,45.38,1,205.77,7.49,NONE,1564.17,-28.77,0,0
19.54,62.62,0,165.73,-11.11,NONE,1325.39,7.83,2,0
31.47,60.26,1,244.27,-3.91,NONE,1181.69,8.25,1,0
22.83,71.1,0,122.79,-77.57,ENTER,1577.34,13.39,1,0
29.62,47.43,0,135.21,12.26,NONE,1208.81,-5.47,0,0
24.73,70.37,1,188.77,-9.67,NONE,1379.45,-14.65,1,0
27.37,62.98,0,213.97,14.03,NONE,1313.29,-0.18,1,0
29.15,59.99,0,128.38,-4.9,NONE,1182.9,1.64,2,0
25.46,58.85,1,121.76,-78.98,NONE,1018.82,28.77,4,1
23.91,70.68,0,95.75,-19.07,ENTER,1489.53,43.96,0,1
26.37,66.46,0,198.04,-11.66,NONE,1022.05,-9.98,0,0
25.72,47.41,0,200.04,10.04,EXIT,870.71,-19.22,1,0
22.91,48.82,1,178.72,-48.94,ENTER,1159.42,-7.29,5,1
23.96,48.33,0,229.48,-20.14,NONE,1722.83,-26.16,0,1
27.73,67.75,0,218.05,-50.6,ENTER,1300.05,20.17,0,0
25.07,81.86,0,108.3,-74.49,ENTER,1154.07,30.19,2,1
29.77,54.82,0,166.2,2.98,NONE,1165.0,11.1,1,0
28.22,49.72,0,184.21,-10.46,NONE,1324.22,31.58,6,1
27.65,60.27,0,202.5,-13.32,NONE,1163.9,9.03,0,0
28.83,69.7,0,229.01,-6.26,NONE,1132.99,25.42,8,1
29.08,36.75,0,131.28,-6.34,NONE,937.81,10.09,0,0
27.53,70.99,0,207.38,7.41,NONE,1531.82,24.15,1,1
23.4,74.33,0,176.93,7.11,NONE,1083.65,5.32,1,0
33.69,58.71,0,233.96,14.57,NONE,1363.5,-19.41,3,0
26.22,64.3,0,236.06,-15.99,NONE,1642.83,-2.5,4,0
27.34,57.12,0,172.05,-6.27,NONE,1785.04,20.2,4,1
35.12,67.37,1,53.65,-44.33,ENTER,1320.25,-3.64,1,1
23.34,74.18,1,173.97,-43.66,NONE,1212.3,-25.26,6,1
26.06,80.27,0,75.98,13.26,ENTER,1574.28,7.36,4,0
25.99,64.88,0,221.42,-11.05,NONE,1554.88,-4.87,2,0
26.23,61.2,1,220.0,-12.08,NONE,1618.73,14.44,9,1
26.49,78.15,1,284.34,-4.94,NONE,1072.17,-24.63,0,0
23.86,83.4,0,228.02,-4.99,NONE,1125.54,3.23,3,0
39.1,80.14,1,130.66,-89.62,ENTER,1611.37,28.2,1,1
35.99,50.99,0,165.45,-4.22,NONE,1167.74,27.97,6,1
28.86,55.23,1,206.48,8.2,NONE,1428.15,43.04,7,1
26.34,52.34,0,230.0,14.67,NONE,1025.33,-23.46,1,0
27.2,57.81,0,93.26,-55.57,ENTER,1338.48,-3.25,0,1
25.53,59.82,1,233.98,-16.7,NONE,1486.06,32.71,2,1
28.95,70.57,0,178.93,-11.59,NONE,1283.74,15.36,0,0
29.31,60.35,0,111.28,-6.62,NONE,1102.66,-0.79,0,0
29.08,66.34,0,214.82,6.73,NONE,1147.91,30.67,1,0
31.03,61.77,0,225.2,49.88,EXIT,1354.71,-14.89,2,0
24.89,55.5,0,202.66,7.33,NONE,1147.28,27.6,3,0
31.58,59.25,1,118.3,47.86,EXIT,1565.17,25.43,5,1
26.34,50.96,0,217.02,4.44,NONE,2050.08,6.95,1,1
29.49,41.43,0,163.68,11.03,NONE,1356.17,6.75,4,1
22.96,53.42,0,202.28,-10.27,NONE,1552.57,-9.84,4,0
33.2,58.2,0,228.2,-13.28,NONE,1357.42,-10.98,2,0
24.5,70.85,1,233.57,54.34,EXIT,823.62,13.14,4,0
24.45,53.74,1,85.43,-80.43,ENTER,1316.44,-14.49,0,1
29.16,35.19,0,162.35,-19.96,NONE,1648.3,34.92,6,1
29.68,67.03,1,225.48,-22.16,NONE,1515.84,14.97,6,1
24.29,53.73,1,170.27,3.17,NONE,1667.44,-2.29,4,1
24.73,76.5,0,255.69,3.7,NONE,1080.21,5.56,0,0
31.75,58.01,0,233.89,8.12,NONE,1607.77,-28.48,1,0
33.92,36.73,1,140.66,1.71,NONE,1129.58,-4.65,0,0
29.51,43.6,0,256.07,-58.67,ENTER,1339.09,10.77,0,0
26.96,71.57,0,142.29,-5.8,NONE,1274.42,1.2,0,0
32.31,65.81,1,117.18,-68.74,ENTER,1680.9,8.0,4,1
25.47,74.42,0,267.5,16.05,NONE,1891.63,6.09,4,1
30.12,67.02,0,214.22,3.34,NONE,1372.95,-19.92,0,0
27.09,60.38,0,239.99,-16.64,NONE,865.48,-20.35,0,0
28.89,67.55,1,198.45,9.66,NONE,1239.77,2.01,5,1
31.42,60.28,1,247.16,-12.63,NONE,1291.6,20.32,1,1
28.17,72.38,0,84.04,0.83,NONE,1351.53,-3.2,3,0
34.29,65.93,0,162.17,-60.54,ENTER,1612.85,-50.48,0,0
26.82,63.88,0,126.93,-5.55,NONE,1322.12,21.78,0,0
27.12,64.9,0,192.14,4.35,NONE,1033.72,24.03,1,0
25.8,51.82,1,219.31,-35.11,ENTER,1478.84,-9.45,3,0
27.91,51.27,1,168.24,-15.15,NONE,1211.43,7.39,2,1
30.64,87.33,0,104.57,-54.97,ENTER,1855.68,-23.87,3,1
27.62,40.37,0,242.05,5.42,NONE,1078.79,18.43,1,0
31.5,78.22,1,201.42,5.99,NONE,1657.56,-4.88,0,0
34.19,49.62,0,175.57,-36.94,ENTER,1537.46,10.83,0,0
37.34,74.02,0,163.43,-6.17,NONE,1378.42,20.17,2,0
25.98,50.61,0,187.69,-10.12,NONE,2102.05,22.6,3,1
24.92,64.08,0,255.21,26.23,NONE,1421.28,29.36,3,1
31.8,61.16,0,179.35,6.45,NONE,1465.23,-3.35,1,0
36.03,63.1,0,177.2,2.39,NONE,1421.9,28.54,5,1
32.93,57.11,0,223.81,-1.17,NONE,1420.81,7.19,0,0
